id,CNN_repr,hyper_param,width,height,transform_train,transform_test,train_progress(%),accuracy,score
26,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]",100,0.5320641282565131,0.7266755733689582
27,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]",100,0.5674682698730795,0.7460476508572681
28,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5454241816967268,0.7292919171676663
29,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5457581830327322,0.7301269205076795
30,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.5367401469605878,0.7290970830549961
31,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.5708082832331329,0.7480516588732998
32,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]",100,0.5614562458249833,0.7427076374972137
33,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]",100,0.5320641282565131,0.7236138944555743
34,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5708082832331329,0.7482464929859698
35,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5581162324649298,0.7388387886884854
36,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.4, 0.4, 0.4]}]",100,0.5661322645290581,0.7464929859719419
37,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.4, 0.4, 0.4]}]",100,0.5781563126252505,0.7537296815853916
38,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.5, 0.5, 0.5]}]",100,0.5501002004008017,0.7350534402137576
39,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.5, 0.5, 0.5]}]",100,0.5905143620574482,0.7580160320641269
40,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5380761523046093,0.7311010910710282
41,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5681362725450901,0.7481629926519693
